loan_id,customer_id,loan_amnt,term,int_rate,installment,grade,sub_grade,purpose,issue_d
125322,334303,5000.0, 36 months,9.17,159.4,B,B2,debt_consolidation,2015-10-01
961900,232304,4800.0, 36 months,10.49,155.99,B,B2,debt_consolidation,2017-04-01
1957206,653481,8000.0, 36 months,11.49,263.78,B,B5,debt_consolidation,2016-09-01
722324,1850,23700.0, 36 months,18.99,868.63,D,D4,house,2016-04-01
911248,230965,3000.0, 36 months,9.44,96.02,B,B1,home_improvement,2017-06-01
1160069,356927,2500.0, 36 months,15.61,87.42,D,D1,credit_card,2014-10-01
1253931,322647,10400.0, 60 months,16.99,258.42,D,D3,credit_card,2014-06-01
1898306,60468,10000.0, 36 months,14.33,343.39,C,C1,medical,2012-11-01
1971815,96474,15000.0, 36 months,9.49,480.43,B,B2,other,2016-08-01
718620,520789,12000.0, 36 months,13.67,408.22,C,C3,debt_consolidation,2016-04-01
1970271,587441,18000.0, 60 months,15.59,433.82,C,C5,debt_consolidation,2016-08-01
1992709,348552,22000.0, 36 months,12.79,739.05,C,C1,credit_card,2016-08-01
885749,305951,7200.0, 36 months,10.91,235.42,B,B4,debt_consolidation,2017-06-01
579209,547045,10000.0, 36 months,12.62,335.12,C,C1,debt_consolidation,2017-08-01
1404470,78259,40000.0, 60 months,11.8,885.75,B,B4,debt_consolidation,2018-11-01
999490,574587,5000.0, 36 months,9.75,160.75,B,B3,debt_consolidation,2016-03-01
2234143,288413,12000.0, 60 months,26.24,361.0,E,E5,debt_consolidation,2016-10-01
1034520,384608,9600.0, 36 months,16.29,338.89,D,D1,credit_card,2016-03-01
1237058,232740,6000.0, 36 months,12.49,200.7,B,B5,credit_card,2014-07-01
394017,475838,7000.0, 36 months,8.67,221.53,B,B1,debt_consolidation,2015-01-01
438975,315241,14000.0, 36 months,21.85,533.59,D,D5,debt_consolidation,2018-03-01
1522986,545290,6000.0, 36 months,7.46,186.53,A,A4,other,2018-05-01
1197439,654020,35000.0, 60 months,14.99,832.47,C,C5,debt_consolidation,2014-09-01
246267,316321,7000.0, 36 months,17.86,252.58,D,D5,debt_consolidation,2015-06-01
1471122,9483,22000.0, 36 months,7.84,687.78,A,A4,debt_consolidation,2018-10-01
1794404,537442,16000.0, 36 months,13.67,544.29,B,B5,debt_consolidation,2013-10-01
907954,272649,14000.0, 36 months,12.62,469.16,C,C1,debt_consolidation,2017-06-01
2008660,559131,8000.0, 36 months,10.49,259.99,B,B3,home_improvement,2016-07-01
1870292,3778,15000.0, 36 months,12.12,499.08,B,B3,credit_card,2013-03-01
2251242,540099,10000.0, 60 months,21.49,273.3,D,D5,debt_consolidation,2016-10-01
1852403,500027,10000.0, 36 months,15.8,350.59,C,C3,debt_consolidation,2013-05-01
701294,61677,20000.0, 36 months,10.75,652.41,B,B4,debt_consolidation,2016-05-01
2175822,410079,10000.0, 36 months,12.74,335.69,C,C1,debt_consolidation,2016-12-01
1734860,426760,18000.0, 36 months,14.99,623.89,C,C4,credit_card,2017-01-01
915288,460548,22250.0, 36 months,9.44,712.11,B,B1,debt_consolidation,2017-05-01
2117329,545790,30000.0, 60 months,14.08,699.3,C,C3,debt_consolidation,2017-11-01
232941,627608,15000.0, 60 months,13.33,343.84,C,C3,credit_card,2015-07-01
2182577,232139,3000.0, 36 months,13.99,102.52,C,C3,major_purchase,2016-12-01
1005877,592543,14000.0, 60 months,16.29,342.62,D,D1,debt_consolidation,2016-03-01
1936242,535540,9200.0, 36 months,16.77,326.96,D,D2,debt_consolidation,2012-02-01
1507497,42414,24000.0, 36 months,15.49,837.74,C,C4,debt_consolidation,2018-06-01
2110728,574987,14400.0, 36 months,11.99,478.22,B,B5,credit_card,2017-11-01
1981763,402479,2250.0, 36 months,10.49,73.12,B,B3,debt_consolidation,2016-08-01
1034859,515132,8500.0, 36 months,5.32,255.98,A,A1,debt_consolidation,2016-03-01
2095636,152538,40000.0, 36 months,5.32,1204.6,A,A1,debt_consolidation,2017-11-01
1787350,286462,12000.0, 60 months,17.1,298.88,C,C5,debt_consolidation,2013-10-01
434695,605596,20000.0, 36 months,5.31,602.21,A,A1,home_improvement,2018-03-01
1009922,456516,10000.0, 36 months,12.99,336.9,C,C2,debt_consolidation,2016-03-01
338082,514373,12000.0, 60 months,12.69,271.14,C,C2,debt_consolidation,2015-04-01
631315,440837,8000.0, 36 months,7.97,250.59,A,A5,debt_consolidation,2017-07-01
1909768,448790,9600.0, 36 months,15.31,334.25,C,C2,credit_card,2012-09-01
677856,497895,18000.0, 36 months,9.75,578.7,B,B3,debt_consolidation,2016-06-01
275271,574682,15000.0, 36 months,7.26,464.95,A,A4,credit_card,2015-05-01
932203,474946,15000.0, 36 months,9.93,483.52,B,B2,credit_card,2017-05-01
895807,1850,15000.0, 36 months,10.42,486.98,B,B3,home_improvement,2017-06-01
1790654,502150,3200.0, 36 months,11.99,106.28,B,B3,debt_consolidation,2013-10-01
508261,20593,5000.0, 36 months,15.05,173.45,C,C4,major_purchase,2018-01-01
789117,96070,35000.0, 36 months,6.11,1066.52,A,A1,credit_card,2018-08-01
152008,110506,35000.0, 60 months,13.33,802.29,C,C3,debt_consolidation,2015-09-01
1888493,388899,9500.0, 36 months,17.77,342.36,D,D1,home_improvement,2012-12-01
1655412,642742,21000.0, 36 months,6.99,648.33,A,A2,debt_consolidation,2017-03-01
1252255,233937,10125.0, 36 months,20.99,381.41,E,E4,debt_consolidation,2014-06-01
696897,100850,5000.0, 36 months,6.97,154.32,A,A3,credit_card,2016-05-01
2109090,613314,40000.0, 36 months,10.42,1298.59,B,B3,credit_card,2017-11-01
58071,661518,15875.0, 60 months,15.41,381.1,D,D1,debt_consolidation,2015-11-01
1940901,544530,10000.0, 36 months,10.99,327.34,B,B4,debt_consolidation,2016-09-01
1128329,575823,4000.0, 36 months,8.19,125.7,A,A5,debt_consolidation,2014-11-01
1491271,433556,17000.0, 60 months,18.45,435.87,D,D2,credit_card,2018-06-01
1238164,629987,20000.0, 60 months,22.15,554.09,E,E5,debt_consolidation,2014-07-01
906379,546710,3000.0, 36 months,25.82,120.59,E,E4,home_improvement,2017-06-01
1533052,666049,38000.0, 36 months,10.07,1227.41,B,B2,debt_consolidation,2018-05-01
502259,332976,5000.0, 36 months,6.72,153.75,A,A3,debt_consolidation,2018-01-01
1107902,629431,20000.0, 36 months,6.49,612.89,A,A2,debt_consolidation,2016-01-01
761599,553473,4500.0, 36 months,11.55,148.5,B,B4,debt_consolidation,2018-09-01
2127876,202414,2800.0, 36 months,12.62,93.84,C,C1,other,2017-10-01
950690,654926,15000.0, 36 months,13.49,508.96,C,C2,debt_consolidation,2017-05-01
1945505,416834,10000.0, 36 months,13.49,339.31,C,C2,debt_consolidation,2016-09-01
603796,164426,4200.0, 36 months,16.02,147.71,C,C5,credit_card,2017-08-01
1106919,654657,14000.0, 60 months,12.88,317.69,C,C2,credit_card,2016-01-01
1455642,21230,3000.0, 36 months,13.56,101.9,C,C1,other,2018-10-01
20809,480358,5000.0, 36 months,15.41,174.34,D,D1,other,2015-12-01
2004294,392320,5000.0, 36 months,11.49,164.86,B,B5,credit_card,2016-07-01
2062240,487894,10000.0, 36 months,12.62,335.12,C,C1,credit_card,2017-12-01
1765439,399603,5600.0, 36 months,14.3,192.22,C,C1,credit_card,2013-12-01
771179,654814,22575.0, 36 months,16.91,803.85,C,C5,credit_card,2018-09-01
17462,323232,20000.0, 60 months,17.86,506.35,D,D5,debt_consolidation,2015-12-01
2105387,88334,3000.0, 36 months,10.42,97.4,B,B3,home_improvement,2017-11-01
1853821,419804,19000.0, 36 months,11.14,623.3,B,B2,debt_consolidation,2013-05-01
1740048,464344,20000.0, 60 months,12.74,452.41,C,C1,home_improvement,2017-01-01
657425,35230,9975.0, 36 months,24.49,393.92,E,E3,vacation,2016-06-01
899049,379484,10000.0, 36 months,14.08,342.17,C,C3,credit_card,2017-06-01
359793,216107,15000.0, 36 months,8.18,471.3,B,B1,home_improvement,2015-03-01
1507262,624251,5000.0, 36 months,10.07,161.51,B,B2,vacation,2018-06-01
765227,20341,20000.0, 36 months,10.47,649.77,B,B2,debt_consolidation,2018-09-01
743077,78150,17000.0, 60 months,11.99,378.07,C,C1,debt_consolidation,2016-04-01
2003394,275430,4200.0, 36 months,10.49,136.5,B,B3,other,2016-08-01
1778286,14129,20000.0, 36 months,14.3,686.48,C,C1,debt_consolidation,2013-11-01
1478954,638425,27000.0, 36 months,10.47,877.19,B,B2,credit_card,2018-10-01
1557046,168868,15000.0, 36 months,9.43,480.01,B,B1,debt_consolidation,2018-05-01
1434756,271821,15000.0, 36 months,10.47,487.33,B,B2,credit_card,2018-10-01
1061929,577796,20000.0, 36 months,9.75,643.0,B,B3,debt_consolidation,2016-02-01
226564,52195,10000.0, 60 months,9.99,212.43,B,B3,other,2015-07-01
905365,110068,35000.0, 60 months,9.44,734.04,B,B1,debt_consolidation,2017-06-01
678659,334216,12800.0, 36 months,5.32,385.47,A,A1,credit_card,2016-06-01
2211397,630269,8500.0, 36 months,12.74,285.34,C,C1,debt_consolidation,2016-11-01
165544,492989,24000.0, 60 months,12.69,542.28,C,C2,debt_consolidation,2015-08-01
335345,57769,25000.0, 36 months,6.68,768.28,A,A3,major_purchase,2015-03-01
578384,349354,1800.0, 36 months,15.05,62.45,C,C4,home_improvement,2017-08-01
975960,263447,3000.0, 36 months,16.99,106.95,D,D1,other,2017-04-01
1171559,195708,1600.0, 36 months,18.24,58.04,D,D5,other,2014-10-01
102639,401829,20000.0, 60 months,17.57,503.21,D,D4,debt_consolidation,2015-10-01
1259318,630984,13000.0, 36 months,7.69,405.52,A,A4,debt_consolidation,2014-06-01
436691,464084,40000.0, 60 months,13.58,922.05,C,C2,small_business,2018-03-01
895386,46257,24000.0, 60 months,16.02,583.89,C,C5,debt_consolidation,2017-06-01
257168,442838,14925.0, 60 months,14.65,352.33,C,C5,credit_card,2015-06-01
845495,220561,25000.0, 36 months,27.27,1024.26,E,E5,debt_consolidation,2018-07-01
2050013,633675,10000.0, 60 months,9.93,212.13,B,B2,credit_card,2017-12-01
866290,3899,9000.0, 36 months,8.08,282.36,A,A5,credit_card,2018-07-01
1553421,338779,10725.0, 36 months,9.43,343.21,B,B1,debt_consolidation,2018-05-01
614392,359114,14000.0, 36 months,10.42,454.51,B,B3,debt_consolidation,2017-08-01
370786,618418,30000.0, 60 months,25.8,894.67,G,G1,moving,2015-02-01
1514020,451133,8000.0, 36 months,8.08,250.99,A,A5,debt_consolidation,2018-06-01
1378406,454989,1200.0, 36 months,24.37,47.32,E,E2,home_improvement,2018-12-01
1928885,250225,9600.0, 36 months,12.12,319.41,B,B3,credit_card,2012-04-01
1374700,34742,5000.0, 36 months,7.02,154.44,A,A2,debt_consolidation,2018-12-01
1656570,367315,12000.0, 60 months,13.49,276.06,C,C2,debt_consolidation,2017-03-01
1880741,177701,6250.0, 36 months,15.8,219.12,C,C3,credit_card,2013-01-01
994802,512187,18000.0, 60 months,14.46,423.14,C,C4,debt_consolidation,2016-03-01
1566683,512931,8000.0, 36 months,10.9,261.54,B,B4,debt_consolidation,2018-05-01
1621441,323984,14000.0, 60 months,20.62,375.77,F,F2,debt_consolidation,2011-08-01
2128909,576370,12500.0, 36 months,7.97,391.54,A,A5,credit_card,2017-10-01
364824,239212,6000.0, 36 months,12.69,201.27,C,C2,debt_consolidation,2015-03-01
657868,602642,15000.0, 36 months,12.79,503.9,C,C1,debt_consolidation,2016-06-01
29198,273495,7000.0, 36 months,12.59,234.48,C,C2,debt_consolidation,2015-12-01
1173183,158540,2800.0, 36 months,12.99,94.33,C,C1,debt_consolidation,2014-10-01
2226257,589400,7200.0, 36 months,8.24,226.42,B,B1,debt_consolidation,2016-11-01
1299270,70399,15000.0, 36 months,12.99,505.34,B,B5,credit_card,2014-04-01
1337296,316238,7000.0, 36 months,12.85,235.36,B,B4,debt_consolidation,2014-01-01
1124646,61549,20600.0, 36 months,8.19,647.34,A,A5,debt_consolidation,2014-12-01
313312,313534,10000.0, 36 months,6.92,308.41,A,A4,debt_consolidation,2015-04-01
514937,122752,3200.0, 36 months,14.08,109.5,C,C3,debt_consolidation,2018-01-01
2401,401411,23000.0, 36 months,10.78,750.6,B,B4,credit_card,2015-12-01
1585420,123917,20000.0, 36 months,6.07,609.08,A,A2,other,2018-04-01
932863,343241,8000.0, 36 months,7.07,247.28,A,A2,car,2017-05-01
539872,33181,33875.0, 60 months,19.03,879.3,D,D3,debt_consolidation,2017-09-01
1755109,22952,28000.0, 36 months,13.98,956.71,C,C1,debt_consolidation,2013-12-01
1379289,479036,36000.0, 36 months,16.14,1268.15,C,C4,debt_consolidation,2018-12-01
1750557,565846,15000.0, 36 months,6.99,463.09,A,A2,credit_card,2017-01-01
2106662,259115,20000.0, 60 months,13.59,461.13,C,C2,debt_consolidation,2017-11-01
1925309,512468,12000.0, 36 months,12.12,399.26,B,B3,debt_consolidation,2012-05-01
103665,272685,13850.0, 36 months,12.69,464.6,C,C2,debt_consolidation,2015-10-01
839668,452838,6000.0, 36 months,6.67,184.36,A,A2,debt_consolidation,2018-07-01
2198087,602130,5000.0, 36 months,11.39,164.62,B,B3,moving,2016-11-01
1538738,40172,20000.0, 60 months,7.46,400.38,A,A4,debt_consolidation,2018-05-01
1815327,228162,7500.0, 36 months,13.68,255.17,C,C1,credit_card,2013-08-01
309702,86475,5825.0, 36 months,17.57,209.34,D,D4,debt_consolidation,2015-04-01
191772,512555,30000.0, 60 months,16.55,738.34,D,D2,credit_card,2015-07-01
333918,306919,4000.0, 36 months,17.86,144.33,D,D5,small_business,2015-04-01
1147287,465377,5000.0, 36 months,11.99,166.05,B,B5,credit_card,2014-11-01
210485,443461,5000.0, 36 months,7.26,154.99,A,A4,credit_card,2015-07-01
437274,345883,12800.0, 60 months,10.9,277.67,B,B4,home_improvement,2018-03-01
683414,387919,14400.0, 36 months,20.99,542.45,E,E1,credit_card,2016-06-01
569375,552331,2500.0, 36 months,7.07,77.28,A,A2,credit_card,2017-08-01
944587,315323,6000.0, 36 months,6.99,185.24,A,A2,debt_consolidation,2017-05-01
1862667,313539,4000.0, 36 months,17.27,143.15,C,C5,debt_consolidation,2013-04-01
1594049,512667,8000.0, 36 months,15.04,277.48,C,C4,debt_consolidation,2018-04-01
1656529,231015,8500.0, 36 months,11.49,280.26,B,B5,debt_consolidation,2017-03-01
1594637,522882,15000.0, 60 months,14.07,349.57,C,C3,home_improvement,2018-04-01
306646,359092,8000.0, 36 months,5.93,243.13,A,A1,debt_consolidation,2015-04-01
1025902,665979,10000.0, 36 months,10.75,326.21,B,B4,debt_consolidation,2016-03-01
828082,689892,17000.0, 60 months,11.55,374.31,B,B4,debt_consolidation,2018-08-01
2161948,674037,17400.0, 36 months,11.49,573.7,B,B5,debt_consolidation,2016-12-01
1004835,557072,17850.0, 60 months,7.39,356.75,A,A4,debt_consolidation,2016-03-01
1050593,485916,27450.0, 36 months,13.67,933.79,C,C3,debt_consolidation,2016-03-01
1991538,408475,6000.0, 36 months,13.99,205.04,C,C3,debt_consolidation,2016-08-01
740169,315823,18400.0, 36 months,13.67,625.93,C,C3,debt_consolidation,2016-04-01
198596,491704,5000.0, 36 months,12.29,166.77,C,C1,car,2015-08-01
1850652,381698,12575.0, 60 months,21.0,340.2,E,E2,debt_consolidation,2013-05-01
569421,251235,1000.0, 36 months,22.91,38.67,E,E1,medical,2017-08-01
1536904,472860,6000.0, 36 months,5.31,180.67,A,A1,debt_consolidation,2018-05-01
1846562,33185,8400.0, 36 months,16.29,296.53,C,C4,debt_consolidation,2013-05-01
870802,434910,1700.0, 36 months,23.4,66.17,E,E1,medical,2018-07-01
928387,578279,24000.0, 60 months,20.0,635.86,D,D4,other,2017-05-01
1930068,331524,20675.0, 60 months,20.99,559.22,E,E3,debt_consolidation,2012-04-01
1842585,684721,10575.0, 36 months,18.49,384.92,D,D2,small_business,2013-06-01
980295,595235,20000.0, 60 months,14.99,475.7,C,C4,debt_consolidation,2017-04-01
197258,577298,34500.0, 60 months,21.99,952.66,F,F1,credit_card,2015-07-01
1973036,374326,21000.0, 60 months,13.49,483.1,C,C2,debt_consolidation,2016-08-01
1788564,159244,3600.0, 36 months,15.1,124.98,C,C2,debt_consolidation,2013-10-01
1349495,505222,27250.0, 36 months,14.47,937.58,C,C2,debt_consolidation,2014-01-01
1528021,230643,5000.0, 36 months,6.19,152.55,A,A2,credit_card,2018-05-01
541834,598920,20000.0, 60 months,17.09,498.02,D,D1,debt_consolidation,2017-09-01
1400165,232615,8000.0, 36 months,11.31,263.09,B,B3,credit_card,2018-11-01
1033787,539229,15000.0, 60 months,16.29,367.09,D,D1,credit_card,2016-03-01
958721,317682,5000.0, 36 months,22.74,192.88,E,E1,other,2017-04-01
963377,358967,17100.0, 36 months,15.99,601.11,C,C5,debt_consolidation,2017-04-01
1882820,388662,21250.0, 60 months,22.95,598.44,F,F1,debt_consolidation,2013-01-01
289061,479220,16000.0, 36 months,7.89,500.58,A,A5,debt_consolidation,2015-05-01
2023377,254936,2500.0, 36 months,16.99,89.12,D,D1,debt_consolidation,2016-07-01
1498526,314736,10000.0, 60 months,15.49,240.48,C,C4,debt_consolidation,2018-06-01
1256576,415168,20000.0, 36 months,11.67,661.14,B,B4,credit_card,2014-06-01
723942,435115,8000.0, 36 months,16.29,282.41,D,D1,credit_card,2016-04-01
991674,145876,35000.0, 60 months,19.99,927.1,E,E1,home_improvement,2016-03-01
813567,18770,16000.0, 36 months,7.21,495.58,A,A3,major_purchase,2018-08-01
430895,313665,5000.0, 36 months,12.61,167.54,C,C1,credit_card,2018-03-01
2111636,512377,10000.0, 36 months,10.42,324.65,B,B3,debt_consolidation,2017-11-01
948785,634723,26600.0, 60 months,12.74,601.7,C,C1,debt_consolidation,2017-05-01
1710853,376168,10000.0, 36 months,12.74,335.69,C,C1,debt_consolidation,2017-02-01
1706145,374614,3500.0, 36 months,11.44,115.32,B,B4,debt_consolidation,2017-02-01
498375,372403,6000.0, 36 months,15.05,208.14,C,C4,debt_consolidation,2018-01-01
865255,10836,30000.0, 36 months,14.47,1032.2,C,C2,medical,2018-07-01
797864,323676,14000.0, 36 months,6.11,426.61,A,A1,credit_card,2018-08-01
162477,313558,7500.0, 36 months,10.99,245.51,B,B4,credit_card,2015-08-01
543137,54439,35000.0, 60 months,30.75,1148.55,F,F5,credit_card,2017-09-01
1325576,189371,8400.0, 36 months,11.99,278.97,B,B3,debt_consolidation,2014-02-01
1771466,629619,13300.0, 36 months,15.61,465.04,C,C3,debt_consolidation,2013-11-01
1111194,124096,20000.0, 36 months,10.78,652.7,B,B4,debt_consolidation,2016-01-01
1382779,603531,6000.0, 36 months,12.98,202.11,B,B5,other,2018-12-01
1134963,313622,7175.0, 36 months,19.24,263.88,E,E2,debt_consolidation,2014-11-01
314935,656699,21175.0, 36 months,14.65,730.42,C,C5,debt_consolidation,2015-04-01
1144275,588284,35000.0, 36 months,7.49,1088.56,A,A4,credit_card,2014-11-01
1021964,603578,5000.0, 36 months,7.39,155.28,A,A4,medical,2016-03-01
850074,464054,3000.0, 36 months,11.06,98.31,B,B3,renewable_energy,2018-07-01
1396630,333489,2000.0, 36 months,8.81,63.43,A,A5,medical,2018-11-01
1899986,427550,23675.0, 36 months,15.31,824.31,C,C2,debt_consolidation,2012-10-01
679094,402509,6000.0, 36 months,9.16,191.25,B,B2,debt_consolidation,2016-06-01
766069,174135,6000.0, 36 months,15.02,208.06,C,C3,debt_consolidation,2018-09-01
1089381,546347,8000.0, 36 months,11.99,265.68,C,C1,home_improvement,2016-01-01
1233452,178643,4000.0, 36 months,11.67,132.23,B,B4,credit_card,2014-07-01
2238740,357720,10550.0, 36 months,16.99,376.09,D,D1,other,2016-10-01
1371038,158863,4000.0, 36 months,11.8,132.48,B,B4,debt_consolidation,2018-12-01
1161316,508176,20000.0, 60 months,11.67,441.57,B,B4,debt_consolidation,2014-10-01
1190840,142146,5000.0, 36 months,18.24,181.37,D,D5,debt_consolidation,2014-09-01
1597632,395830,4000.0, 36 months,6.71,122.98,A,A3,home_improvement,2018-04-01
41700,634250,12000.0, 36 months,6.24,366.37,A,A2,debt_consolidation,2015-12-01
843104,515170,10000.0, 36 months,11.55,330.0,B,B4,debt_consolidation,2018-07-01
1454811,666664,20000.0, 36 months,6.67,614.53,A,A2,credit_card,2018-10-01
411967,59618,24000.0, 36 months,6.49,735.47,A,A2,debt_consolidation,2015-01-01
1124453,616397,5700.0, 36 months,6.99,175.98,A,A3,credit_card,2014-12-01
1065725,298315,2500.0, 36 months,13.67,85.05,C,C3,debt_consolidation,2016-02-01
1161681,502847,15000.0, 60 months,13.35,343.99,C,C2,credit_card,2014-10-01
477313,57412,11000.0, 36 months,14.08,376.39,C,C3,credit_card,2018-02-01
371650,282112,18000.0, 36 months,6.92,555.13,A,A4,credit_card,2015-02-01
1570684,512180,17600.0, 36 months,17.47,631.62,D,D1,debt_consolidation,2018-04-01
44017,360011,4000.0, 36 months,13.67,136.08,C,C4,debt_consolidation,2015-11-01
105901,690948,35000.0, 36 months,12.69,1174.07,C,C2,car,2015-10-01
676629,290842,12000.0, 36 months,7.89,375.43,A,A5,credit_card,2016-06-01
1481064,338395,8000.0, 36 months,14.47,275.26,C,C2,credit_card,2018-10-01
392426,314844,9525.0, 36 months,8.67,301.44,B,B1,debt_consolidation,2015-01-01
2098207,480366,20000.0, 36 months,11.99,664.2,B,B5,debt_consolidation,2017-11-01
296502,440959,13000.0, 36 months,9.17,414.43,B,B2,debt_consolidation,2015-05-01
1895540,638100,10000.0, 36 months,14.09,342.22,B,B5,debt_consolidation,2012-11-01
917619,417161,3500.0, 36 months,10.42,113.63,B,B3,home_improvement,2017-05-01
2133525,514148,10800.0, 36 months,5.32,325.24,A,A1,credit_card,2017-10-01
1713450,480784,16000.0, 36 months,16.99,570.37,D,D1,credit_card,2017-02-01
1420956,442291,10000.0, 36 months,11.31,328.86,B,B3,debt_consolidation,2018-11-01
2216204,137994,35000.0, 36 months,13.99,1196.05,C,C3,credit_card,2016-11-01
1498923,19406,17600.0, 36 months,6.83,542.07,A,A3,credit_card,2018-06-01
733130,480518,12000.0, 36 months,5.32,361.38,A,A1,credit_card,2016-04-01
